movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview
289,Evita (1996),Evita,1996,"History, Drama",Alan Parker,"Madonna, Antonio Banderas, Jonathan Pryce","The hit musical based on the life of Evita Duarte, an Argentinian actress who eventually became the wife of Argentinian president Juan Perón, and the most beloved and hated woman in Argentina."
290,Fierce Creatures (1997),Fierce Creatures,1997,"Comedy, Romance","Robert Young, Fred Schepisi","John Cleese, Jamie Lee Curtis, Kevin Kline","Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands."
291,Absolute Power (1997),Absolute Power,1997,"Crime, Drama, Action",Clint Eastwood,"Clint Eastwood, Gene Hackman, Ed Harris","A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President."
292,Rosewood (1997),Rosewood,1997,"Drama, History, Action, Thriller",John Singleton,"Ving Rhames, Jon Voight, Don Cheadle","Spurred by a white woman's lie, vigilantes destroy a black Florida town and slay inhabitants in 1923."
293,Donnie Brasco (1997),Donnie Brasco,1997,"Crime, Drama, Thriller",Mike Newell,"Johnny Depp, Al Pacino, Michael Madsen",An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.
294,Liar Liar (1997),Liar Liar,1997,Comedy,Tom Shadyac,"Jim Carrey, Maura Tierney, Justin Cooper","Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours."
295,Breakdown (1997),Breakdown,1997,"Crime, Mystery, Thriller, Drama, Action",Jonathan Mostow,"Kurt Russell, J. T. Walsh, Kathleen Quinlan","On their cross-country drive, a married couple, Jeff and Amy Taylor, experience car trouble after their SUV breaks down. Stranded in the New Mexico desert, the two catch a break when a passing truck driver offers Amy a ride to a nearby café to call for help. Meanwhile, Jeff is able to fix the car and make his way to the café, but Amy isn't there. He tracks down the trucker ― who tells the police he's never seen Jeff or his wife before. Jeff then begins a desperate, frenzied search for Amy."
296,"Promesse, La (1996)",La Promesse,1996,Drama,"Jean-Pierre Dardenne, Luc Dardenne","Jérémie Renier, Olivier Gourmet, Assita Ouedraogo","Igor, aged 15, and his father Roger deal in housing and peddling illicit labor in the outlying districts of Liege, Belgium. Scams, lies and swindling rule their lives. When one of his father’s illegal workers gets injured on the job and asks Igor to promise to take care of his wife and baby, Igor finds himself at a crossroad. He wants to keep the promise, but the price would be to betray his father."
297,Ulee's Gold (1997),Ulee's Gold,1997,Drama,Victor Nuñez,"Peter Fonda, Patricia Richardson, Christine Dunford","Third-generation Florida beekeeper Ulee Jackson may have gotten out of Vietnam alive, but he left a part of himself behind. Now he methodically tends his bees, carefully provides for his two grandchildren and keeps his emotions at bay. But when a long-buried secret threatens Ulee's business and family, he is forced to break through his emotional walls and confront the terror of his wounded spirit."
298,Face/Off (1997),Face/Off,1997,"Action, Crime, Science Fiction",John Woo,"John Travolta, Nicolas Cage, Joan Allen","In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge."
299,Hoodlum (1997),Hoodlum,1997,"Crime, Drama",Bill Duke,"Laurence Fishburne, Tim Roth, Vanessa Williams","In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster."
300,Air Force One (1997),Air Force One,1997,"Action, Thriller",Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close","When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter."
301,In & Out (1997),In & Out,1997,Comedy,Frank Oz,"Kevin Kline, Joan Cusack, Tom Selleck",A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.
302,L.A. Confidential (1997),L.A. Confidential,1997,"Crime, Mystery, Thriller, Drama",Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce",Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.
303,Ulee's Gold (1997),Ulee's Gold,1997,Drama,Victor Nuñez,"Peter Fonda, Patricia Richardson, Christine Dunford","Third-generation Florida beekeeper Ulee Jackson may have gotten out of Vietnam alive, but he left a part of himself behind. Now he methodically tends his bees, carefully provides for his two grandchildren and keeps his emotions at bay. But when a long-buried secret threatens Ulee's business and family, he is forced to break through his emotional walls and confront the terror of his wounded spirit."
304,Fly Away Home (1996),Fly Away Home,1996,"Adventure, Drama, Family",Carroll Ballard,"Jeff Daniels, Anna Paquin, Dana Delany","Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest was torn down. The eggs hatch and Amy becomes ""Mama Goose"". When winter comes, Amy and her dad must find a way to lead the birds South."
305,"Ice Storm, The (1997)",The Ice Storm,1997,Drama,Ang Lee,"Kevin Kline, Joan Allen, Sigourney Weaver","In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century."
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","Mrs. Brown (Her Majesty, Mrs. Brown)",1997,"Drama, History, Romance",John Madden,"Judi Dench, Billy Connolly, Geoffrey Palmer","When Queen Victoria's husband Prince Albert dies, she finds solace in her trusted servant, Mr. John Brown. But their relationship also brings scandal and turmoil to the monarchy."
307,"Devil's Advocate, The (1997)",The Devil's Advocate,1997,"Horror, Drama, Mystery",Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron","Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned."
308,FairyTale: A True Story (1997),FairyTale: A True Story,1997,"Fantasy, Drama, Mystery, Family",Charles Sturridge,"Florence Hoath, Elizabeth Earl, Paul McGann","In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies. Based on the true story of the Cottingley Fairies."
309,Deceiver (1997),Deceiver,1997,"Mystery, Crime, Drama, Thriller","Jonas Pate, Josh Pate","Tim Roth, Michael Rooker, Renée Zellweger","The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides."
310,"Rainmaker, The (1997)",The Rainmaker,1997,"Drama, Crime, Thriller",Francis Ford Coppola,"Matt Damon, Claire Danes, Danny DeVito","Fresh out of law school and desperate for work, idealistic rookie Rudy Baylor takes on a powerful insurance company accused of denying a dying boy’s claim. Teaming up with a scrappy, unlicensed paralegal, he finds himself in a David-versus-Goliath courtroom battle that tests his ethics, courage, and belief in justice."
311,"Wings of the Dove, The (1997)",The Wings of the Dove,1997,"Drama, Romance",Iain Softley,"Helena Bonham Carter, Linus Roache, Alison Elliott","Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth."
312,Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil,1997,"Mystery, Crime, Drama",Clint Eastwood,"John Cusack, Kevin Spacey, Jude Law","A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends."
313,Titanic (1997),Titanic,1997,"Drama, Romance",James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912."
314,3 Ninjas: High Noon At Mega Mountain (1998),3 Ninjas: High Noon At Mega Mountain,1998,"Family, Action, Comedy",Sean McNamara,"Victor Wong, Mathew Botuchis, Hulk Hogan","Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans."
